"Notes"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Year"	"Year Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Region"	"Region Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Incidence Counts
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.982	1007	1080
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.989	184	186
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.891	3094	3484
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.935	3579	3881
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.920	5078	5598
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.927	3023	3306
	"Pancreas"	"21100"	"2007"	"2007"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	35
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.848	41	49
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.758	51	70
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.659	25	46
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.816	72	84
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.840	296	356
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.805	393	490
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.919	433	474
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.874	1208	1397
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.828	180	221
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.864	3311	3728
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.942	3708	3862
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.886	4951	5539
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.888	3028	3367
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	31
	"Pancreas"	"21100"	"2008"	"2008"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	32
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.753	17	26
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.968	40	47
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.859	67	86
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.838	31	39
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.827	48	73
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.897	283	321
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.875	298	361
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.867	365	434
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.912	1058	1207
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.820	173	230
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.864	3129	3641
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.906	3637	4065
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.924	5261	5817
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.922	3098	3394
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	23
	"Pancreas"	"21100"	"2008"	"2008"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	28
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.859	39	47
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.820	68	91
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.817	38	50
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.986	70	77
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.772	287	376
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.911	420	465
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.863	423	493
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.911	1182	1325
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.911	206	227
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.851	3228	3719
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.903	3697	4025
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.897	5013	5509
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.937	3063	3245
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	38
	"Pancreas"	"21100"	"2009"	"2009"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	44
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.637	17	32
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.813	40	50
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.730	72	104
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	1.109 (Unreliable)	37	40
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.891	50	66
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.905	293	329
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.817	321	399
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.859	412	486
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.869	1054	1238
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.817	181	220
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.864	3157	3688
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.933	3761	4074
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.908	5355	5977
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.888	3107	3548
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	24
	"Pancreas"	"21100"	"2009"	"2009"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	40
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	1.008 (Unreliable)	32	31
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.692	32	45
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.694	67	97
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	1.147 (Unreliable)	44	39
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.715	64	99
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.841	354	432
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.754	368	500
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.859	420	498
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.868	1228	1458
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.958	215	229
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.857	3370	3809
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.906	3709	4002
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.886	5156	5739
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.888	3114	3481
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	23
	"Pancreas"	"21100"	"2010"	"2010"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	30
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	0.640	16	22
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.780	23	29
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.995	49	50
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.901	85	102
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	1.039 (Unreliable)	34	38
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.706	53	73
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.815	270	342
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.803	331	433
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.937	397	438
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.929	1149	1299
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.988	219	229
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.866	3173	3680
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.914	3866	4291
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.938	5661	6156
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.938	3364	3643
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	25
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	42
	"Pancreas"	"21100"	"2010"	"2010"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	16
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.913	23	29
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.871	41	53
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.771	82	112
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.864	42	51
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.817	95	117
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.921	351	382
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.752	421	566
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.859	445	532
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.837	1264	1544
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.798	190	245
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.851	3378	3862
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.892	3682	4032
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.888	5310	5908
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.867	3120	3560
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	27
	"Pancreas"	"21100"	"2011"	"2011"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	42
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.430	24	46
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.802	42	58
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.955	79	91
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.516	26	50
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.930	79	93
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.824	329	403
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.881	347	425
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.911	390	424
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.887	1139	1346
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.944	184	204
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.863	3326	3887
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.918	3885	4291
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.870	5646	6578
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.890	3372	3837
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	18
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	25
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	34
	"Pancreas"	"21100"	"2011"	"2011"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"West"	"CENS-R4"	Not Applicable	0	19
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.768	35	46
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.745	38	50
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.784	87	117
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.732	49	69
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.715	74	108
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.864	397	466
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.847	484	581
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.835	445	541
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.867	1338	1581
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.932	208	229
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.854	3379	3852
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.873	3835	4305
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.878	5418	6067
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.879	3275	3701
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	16
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	24
	"Pancreas"	"21100"	"2012"	"2012"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	45
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.891	33	40
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	1.021 (Unreliable)	38	40
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.693	78	121
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.724	35	51
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.693	74	105
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.867	319	377
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.752	328	434
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.867	395	476
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.884	1194	1413
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	0.961	203	227
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.859	3349	3926
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.891	3992	4535
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"South"	"CENS-R3"	0.902	6079	6810
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"White"	"2106-3"	"West"	"CENS-R4"	0.885	3582	4127
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	26
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	20
	"Pancreas"	"21100"	"2012"	"2012"	"Male"	"M"	"Other Races and Unknown combined"	"2131-1"	"South"	"CENS-R3"	Not Applicable	0	49
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"Midwest"	"CENS-R2"	1.124 (Unreliable)	16	17
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"South"	"CENS-R3"	0.549	26	41
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"West"	"CENS-R4"	0.938	45	54
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Northeast"	"CENS-R1"	0.635	78	136
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"Midwest"	"CENS-R2"	0.649	38	62
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"South"	"CENS-R3"	0.879	85	103
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"West"	"CENS-R4"	0.847	376	448
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Northeast"	"CENS-R1"	0.757	419	557
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"Midwest"	"CENS-R2"	0.910	512	570
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"South"	"CENS-R3"	0.835	1346	1659
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Black or African American"	"2054-5"	"West"	"CENS-R4"	1.012 (Unreliable)	223	228
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Northeast"	"CENS-R1"	0.829	3332	3911
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"Midwest"	"CENS-R2"	0.877	3846	4285
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"South"	"CENS-R3"	0.853	5458	6299
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"White"	"2106-3"	"West"	"CENS-R4"	0.876	3336	3757
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Northeast"	"CENS-R1"	Not Applicable	0	22
	"Pancreas"	"21100"	"2013"	"2013"	"Female"	"F"	"Other Races and Unknown combined"	"2131-1"	"Midwest"	"CENS-R2"	Not Applicable	0	20
